x			y			K1			K2
-3.388	1.564463	-0.001884	-0.001901
-3.394	1.562570	-0.001901	-0.001917
-3.400	1.560661	-0.001917	-0.001934
-3.406	1.558736	-0.001934	-0.001951
-3.413	1.556793	-0.001951	-0.001968
-3.419	1.554834	-0.001968	-0.001985
-3.425	1.552858	-0.001985	-0.002002
-3.431	1.550864	-0.002002	-0.002019
-3.438	1.548854	-0.002019	-0.002036
-3.444	1.546826	-0.002036	-0.002054
-3.450	1.544782	-0.002054	-0.002071
-3.456	1.542719	-0.002071	-0.002088
-3.463	1.540640	-0.002088	-0.002106
-3.469	1.538543	-0.002106	-0.002124
-3.475	1.536428	-0.002124	-0.002141
-3.481	1.534295	-0.002141	-0.002159
-3.488	1.532145	-0.002159	-0.002177
-3.494	1.529977	-0.002177	-0.002195
-3.500	1.527791	-0.002195	-0.002213
-3.506	1.525586	-0.002213	-0.002231
-3.513	1.523364	-0.002231	-0.002250
-3.519	1.521124	-0.002250	-0.002268
-3.525	1.518865	-0.002268	-0.002286
-3.531	1.516588	-0.002286	-0.002305
-3.538	1.514292	-0.002305	-0.002323
-3.544	1.511978	-0.002323	-0.002342
-3.550	1.509645	-0.002342	-0.002361
-3.556	1.507294	-0.002361	-0.002380
-3.563	1.504923	-0.002380	-0.002399
-3.569	1.502534	-0.002399	-0.002418
-3.575	1.500126	-0.002418	-0.002437
-3.581	1.497699	-0.002437	-0.002456
-3.588	1.495253	-0.002456	-0.002475
-3.594	1.492787	-0.002475	-0.002494
-3.600	1.490302	-0.002494	-0.002514
-3.606	1.487798	-0.002514	-0.002533
-3.613	1.485275	-0.002533	-0.002553
-3.619	1.482732	-0.002553	-0.002573
-3.625	1.480169	-0.002573	-0.002592
-3.631	1.477586	-0.002592	-0.002612
-3.638	1.474984	-0.002612	-0.002632
-3.644	1.472362	-0.002632	-0.002652
-3.650	1.469720	-0.002652	-0.002672
-3.656	1.467058	-0.002672	-0.002692
-3.663	1.464376	-0.002692	-0.002712
-3.669	1.461673	-0.002712	-0.002733
-3.675	1.458951	-0.002733	-0.002753
-3.681	1.456208	-0.002753	-0.002774
-3.688	1.453444	-0.002774	-0.002794
-3.694	1.450661	-0.002794	-0.002815
-3.700	1.447856	-0.002815	-0.002836
-3.706	1.445031	-0.002836	-0.002856
-3.713	1.442185	-0.002856	-0.002877
-3.719	1.439318	-0.002877	-0.002898
-3.725	1.436431	-0.002898	-0.002919
